"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f1009",-0.444720158837287,9.61104959971275,-5.79855198423971,3.15302932118471e-05,0.000228355051652888,2.02367218028461
"f9699",-0.243729514831159,7.17243271292324,-5.79481626066592,3.17511801664e-05,0.000229784466833872,2.01650350925171
"f5897",0.172983812522999,8.75402893948401,5.79394146531471,3.18031371845453e-05,0.000229990118647674,2.01482456161045
"f908",-0.151695341522791,10.9424022193998,-5.79229531101776,3.19011473534476e-05,0.000230528261570402,2.01166492078112
"f2060",-0.196231689139221,9.81634263261964,-5.79115828079661,3.19690279826374e-05,0.00023084804389532,2.00948229409596
"f7800",-0.140713253748661,10.9183870145164,-5.78657749618053,3.22440237397483e-05,0.000232661825655348,2.00068741197302
"f467",-0.225691516261096,10.7661106545169,-5.78446781596066,3.23714981877311e-05,0.000233409252615596,1.99663602724188
"f9904",0.170143079895345,9.9449666258347,5.78379179547398,3.2412456407235e-05,0.000233532226473957,1.99533769167023
"f6456",-0.285728109954158,7.78634110837129,-5.78315037634165,3.24513679848986e-05,0.000233640283870641,1.99410575598442
"f10443",-0.266157620982261,8.65080016299863,-5.78140691926939,3.25573798362616e-05,0.000234230928571632,1.99075693586647
"f10423",0.250816067745024,8.13793957341152,5.77818771973684,3.2754071197034e-05,0.000235472608973526,1.98457250009314
"f2118",0.197044775484541,9.25758719770316,5.77760321211816,3.27899164658027e-05,0.00023550118310123,1.98344945488687
"f2460",-0.181056734302031,9.80059356845372,-5.77733701133179,3.2806254882372e-05,0.00023550118310123,1.9829379748765
"f7949",0.182667804214431,9.22766032296771,5.77474972962944,3.29654937238489e-05,0.000236470538679885,1.97796628315372
"f6439",0.278023636640571,8.22917261504129,5.77330483431426,3.30547714559846e-05,0.000236936989820227,1.97518941681673
"f1297",-0.179629717318232,10.7558580409871,-5.77150623793822,3.31662547138577e-05,0.000237561809790609,1.97173241954708
"f7525",-0.163188910056503,10.5752931249781,-5.76984829746758,3.32693654788035e-05,0.000238125788079055,1.96854540507551
"f9352",0.229754297973197,7.08660662507718,5.76852636513597,3.33518176902067e-05,0.000238541185090278,1.96600403900931
"f6013",-0.17685180640831,10.9684889527437,-5.76616285789873,3.34997647773963e-05,0.000239419117626984,1.96145972875903
"f7117",0.295069519572335,6.9021531960301,5.76578345289241,3.35235775756104e-05,0.000239419117626984,1.96073018129269
"f1901",0.191379503565084,10.1131763547703,5.76533379250492,3.3551822611223e-05,0.000239445804902592,1.95986551794377
"f9101",0.252480042352246,8.3996892472196,5.75951710517318,3.39194282755806e-05,0.000241892565147754,1.94867814231082
"f2196",-0.374757836259157,11.2765080197409,-5.75626535213656,3.41267540933158e-05,0.000243193572204008,1.94242209082344
"f10346",-0.216885109509258,8.26165941056128,-5.75585597551,3.41529482916524e-05,0.000243202846071023,1.94163439534595
"f66",-0.204852541373727,8.46896556087521,-5.75459415444482,3.42338180508215e-05,0.000243601167047725,1.93920634850433
"f1132",0.466882958528158,8.47540406127576,5.7540627702309,3.4267933786282e-05,0.000243666457854422,1.93818377706118
"f5950",-0.167863450908182,9.41650395791115,-5.7523510927004,3.43780664648605e-05,0.000244240547876778,1.9348896592255
