"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f2198",-0.0518752076235449,7.18970024748301,-1.61707730968802,0.12614283147934,0.273870103011812,-5.75552908328892
"f1165",0.220052174188345,9.01725320746624,1.61557201388157,0.126469779279274,0.274450916624101,-5.75772463407601
"f6701",0.0980806453811205,6.40450219656536,1.61552079656171,0.126480916342865,0.274450916624101,-5.75779931169897
"f8802",-0.0819570179308968,12.0180209187648,-1.61526837665623,0.126535816609303,0.274450916624101,-5.75816732909587
"f847",-0.0671611728362205,9.13201983115405,-1.61495464102498,0.126604081208523,0.274450916624101,-5.7586246854518
"f1434",-0.103721363312355,9.04872425538897,-1.61492394151474,0.126610762695961,0.274450916624101,-5.75866943509095
"f6722",0.0861657162655218,6.65276930490334,1.61492039345164,0.126611534921184,0.274450916624101,-5.75867460694387
"f5789",-0.0786705876546279,9.64466747668503,-1.61482450495762,0.126632406288599,0.274450916624101,-5.75881437626713
"f7922",0.0522576819034848,7.76406634618685,1.61481222195407,0.12663508005542,0.274450916624101,-5.75883227983736
"f9396",0.0662204394782897,9.15597189934316,1.61429609607731,0.1267474741105,0.274633582182211,-5.75958449205965
"f5574",0.0759818496925906,7.45560496011959,1.61392308985792,0.126828754855653,0.274748766062025,-5.76012801281647
"f6061",-0.0551102196212909,10.1481884080996,-1.61327997506837,0.126968998919325,0.274991602625095,-5.76106490954068
"f6884",-0.103281891433927,7.32916138322937,-1.61304212478926,0.127020900528161,0.275043040372369,-5.76141134544252
"f3174",-0.157310028492596,8.68560003760434,-1.61288603895107,0.127054970075891,0.275055851460548,-5.761638669372
"f3007",0.107033804902516,7.12469323280719,1.61273560966449,0.127087812338642,0.275066000564584,-5.76185774033065
"f7534",-0.0821510649819626,10.0697420488598,-1.61179221512644,0.127293943209732,0.275392977615583,-5.76323128054555
"f7047",-0.0460957704291776,9.42009810172746,-1.61176062180173,0.127300851267878,0.275392977615583,-5.76327726915314
"f5066",-0.0637243983683469,9.66503327983294,-1.61147896620313,0.127362451017674,0.275392977615583,-5.76368723095814
"f10087",-0.0623146939889185,11.1796303224847,-1.61124323298657,0.127414026860861,0.275392977615583,-5.76403031171537
"f9013",0.0871400115905017,7.12835147175323,1.61114602489013,0.127435300126208,0.275392977615583,-5.76417177580233
"f1688",-0.0524060995667739,9.7365839266792,-1.61109059088598,0.127447432803289,0.275392977615583,-5.76425244457024
"f3200",-0.150509140364507,8.28349579010547,-1.61105185165365,0.127455912131103,0.275392977615583,-5.7643088175749
"f4290",-0.156974043309358,8.69301601799395,-1.6110131425749,0.127464385340601,0.275392977615583,-5.76436514574019
"f5411",0.0944931751741382,7.6430729744745,1.61055915872269,0.127563795918766,0.275546824259638,-5.76502569631489
"f2362",-0.120287218382146,7.95529393583355,-1.6095185861315,0.127791904166119,0.275978537511711,-5.76653924047434
"f10262",0.163992356440118,5.36739746364924,1.60868524499816,0.127974835667281,0.27631251811477,-5.76775085965611
"f8850",0.0868454921173356,9.90334733200478,1.60782580198534,0.12816373130307,0.27665044699483,-5.76899996250439
"f8337",0.0600088681681648,12.3138137155074,1.60760713383188,0.128211830035922,0.27665044699483,-5.76931769619767
"f10417",0.0678893249590695,8.0571887417002,1.60758682844834,0.12821629723568,0.27665044699483,-5.76934719918596
"f5936",-0.130763839480991,5.41209916908164,-1.6066938834744,0.128412877357398,0.277001033806151,-5.77064435417767
"f9219",0.0774536996329918,6.813848356008,1.60658658972154,0.128436515189568,0.277001033806151,-5.77080018221
"f1847",-0.0696877009505386,10.2845047728294,-1.6064625966909,0.128463836660765,0.277001033806151,-5.77098025422076
"f4876",-0.039338685960038,11.1215783454597,-1.60545409413084,0.128686241459199,0.277419368723825,-5.77244451065089
"f8344",0.0458447194041511,11.2424293967051,1.60511103777696,0.128761970504961,0.2775213880065,-5.7729424491167
"f7309",-0.109134686036427,7.14063955927362,-1.60493925875677,0.128799904698592,0.27754192079957,-5.77319175401629
"f5515",-0.205830511595369,9.87707795406767,-1.60467028204703,0.128859322360952,0.277597989111571,-5.77358208494612
"f195",-0.167087764616166,10.2457677787726,-1.60456425186918,0.128882751137163,0.277597989111571,-5.77373593997433
"f8544",0.0498371101495589,8.51466970322272,1.6040373677305,0.128999227139021,0.277787623792867,-5.77450036766191
"f856",0.0507675714970066,8.89977274893493,1.60333079849851,0.129155566416684,0.278062997772368,-5.77552521039143
"f10635",0.060732607529987,8.76229495588825,1.60232735931857,0.129377870674883,0.278480237165367,-5.77698009568545
"f2130",-0.0526891955413031,8.29412925077598,-1.60189286447901,0.129474230955022,0.278554447123979,-5.77760986809708
"f7862",0.0732454972349572,9.21364602421253,1.60169866361264,0.129517319738668,0.278554447123979,-5.77789131047994
"f9104",0.100876544990514,6.22017751792104,1.60168694169464,0.12951992095897,0.278554447123979,-5.77790829749759
"f4944",-0.254829253584009,6.66971840179662,-1.6014911245009,0.129563381504643,0.278554447123979,-5.77819205623659
"f2742",-0.0401820944750071,11.7977491863339,-1.60147931614576,0.129566002701736,0.278554447123979,-5.77820916693684
"f2645",-0.334806758732439,10.5948528396542,-1.60138047438517,0.129587945189948,0.278554447123979,-5.77835238841958
"f2110",-0.0518393087565538,8.54774821913534,-1.60127246734914,0.129611925959633,0.278554447123979,-5.7785088831674
"f9789",-0.0920624155095098,7.96165944930727,-1.60033286041175,0.129820706419277,0.278941786170297,-5.77986999162215
"f10462",0.0651298659438115,9.71281408044487,1.59740216483032,0.130473750377945,0.28028332040293,-5.78411171984969
"f2721",-0.0585741102862638,8.24153656019107,-1.59695576424068,0.130573466818519,0.280435869601435,-5.78475732897376
"f4767",-0.0576954250044732,8.16182177717338,-1.59672147154441,0.130625828843517,0.280486669846408,-5.78509612445927
"f6537",-0.0818174095231683,6.32556915695391,-1.59655507646732,0.130663027315384,0.280504894939859,-5.78533671605609
"f3401",0.0536425395375666,9.78921064343932,1.59587015524016,0.130816240074841,0.28077211457188,-5.78632685915615
"f1730",0.0935782697820269,6.82908000251523,1.59544600971808,0.130911195641069,0.280914206328409,-5.78693986485302
"f10757",-0.0519711891413088,9.99234157945239,-1.59530528146766,0.130942714151705,0.280920139934599,-5.78714322976668
"f7936",0.477446798596555,5.83116920371742,1.59468618630612,0.131081447980799,0.281028057792526,-5.78803772553648
"f2817",-0.0482684786421146,12.5055621764076,-1.59459006725645,0.131102998652737,0.281028057792526,-5.78817658030699
"f10851",0.273089218909037,7.57338973488972,1.59454371710338,0.131113391812732,0.281028057792526,-5.78824353617628
"f4417",-0.105557010927294,11.1256649665961,-1.59452068649888,0.131118556258683,0.281028057792526,-5.78827680489452
"f2618",-0.078154984957985,10.6246115595427,-1.59443916239274,0.131136838840955,0.281028057792526,-5.7883945672835
"f7235",0.150820623732594,8.2009894482376,1.59427467111379,0.131173734241409,0.281045478846176,-5.78863216349231
"f7490",0.104311340545578,6.35799526402535,1.59395231786836,0.131246063741895,0.281138794728856,-5.78909772954608
